"Data Export Generated on Thu Nov 02 02:10:37 PDT 2017"
"Survey ID 5742959"
"Response ID","IP Address","Timestamp (MM/dd/yyyy)","Duplicate","Time Taken to Complete (Seconds)","Seq. Number","External Reference","Custom Variable 1","Custom Variable 2","Custom Variable 3","Custom Variable 4","Custom Variable 5","Custom Variable 6","Custom Variable 7","Custom Variable 8","Custom Variable 9","Custom Variable 10","Respondent Email","Email List","Country Code","Region","1 - Q19","2 - Q15","3 - Q20","3 - Q20","4 - staff_type","5 - diaverum expected","6 - diaverum tools","7 - diaverum motivated","8 - diaverum support","9 - diaverum strategy","10 - diaverum contribute","11 - diaverum valued","12 - diaverum achieve","13 - diaverum improve quality","14 - Diaverum like to work","15 - diaverum feedback","16 - diaverum recommend","17 - free_text","18 - Q19",""
"28980963","5.42.250.202","10/28/2017 00:12:10","0","72","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","5","4","4","3","5","","","","","","","","","",""
"28980988","5.42.250.202","10/28/2017 00:13:21","0","424","1","","","","","Saudi Arabia","Dammam 1","","","","","0","","","SA","","","","17","129","1","4","4","3","4","4","4","1","3","2","3","3","3","the good part is the  professional relationship of each staff(Staff nurse). The clinic environment will improve more if there will be no selective treatment coming from headnurse and the relationship of the head and ATL is transparent and professional in the sight of the regular staff. ","",""
"28981009","5.42.250.202","10/28/2017 00:14:46","0","22","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","5","","","","","","","","","","","","","",""
"28981012","5.42.250.202","10/28/2017 00:14:55","0","407","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","4","3","3","1","3","4","3","5","5","3","4","3","depressive to come for work 6 days and weekend for sleep only . like dialysis machines","",""
"28981030","5.42.250.202","10/28/2017 00:15:40","0","65","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","5","4","4","3","5","","","","","","","","","",""
"28981071","5.42.250.202","10/28/2017 00:18:57","0","111","1","","","","","Saudi Arabia","Yanbu","","","","","0","","","SA","","","","17","150","1","4","4","4","5","4","4","4","4","4","4","4","4","","",""
"28981091","5.42.250.202","10/28/2017 00:20:35","0","77","1","","","","","Saudi Arabia","Nazer Clinic (Khobar)","","","","","10","","","SA","","","","17","152","1","4","2","5","3","3","4","3","3","4","","","","","",""
"28981101","212.247.96.201","10/28/2017 00:21:26","0","3","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28981141","5.42.250.202","10/28/2017 00:24:28","0","584","1","","","","","Saudi Arabia","9006 قنفذة القوز","","","","","10","","","SA","","","","17","146","1","3","4","3","2","4","4","3","4","4","5","4","4","الانتظام و الد قة و الامانة","",""
"28981145","5.42.250.202","10/28/2017 00:24:42","0","185","1","","","","","Saudi Arabia","9009 عنيزة","","","","","10","","","SA","","","","17","144","1","5","5","4","4","4","4","5","5","4","5","5","5","","",""
"28981215","172.18.56.103","10/28/2017 00:29:20","0","162","1","","","","","Italy","Catania Sud","","","","","6","","","","","","","9","245","1","5","4","4","4","4","5","4","4","5","5","5","5","","",""
"28981253","172.17.52.106","10/28/2017 00:32:46","0","282","1","","","","","Italy","Roma","","","","","6","","","","","","","9","263","1","5","5","5","4","4","5","4","4","5","5","4","5","Organizzazione, Pulizia, collaborazione. Incrementare il numero dei pazienti.","",""
"28981273","5.42.250.202","10/28/2017 00:34:14","0","235","1","","","","","Saudi Arabia","Abha 2","","","","","0","","","SA","","","","17","125","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28981363","5.42.250.202","10/28/2017 00:41:37","0","306","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","5","5","5","4","4","5","4","4","5","5","4","5","Productive. We can improve it be continuous medical education.","",""
"28981408","5.42.250.202","10/28/2017 00:45:01","0","97","1","","","","","Saudi Arabia","9006 قنفذة القوز","","","","","10","","","SA","","","","17","146","1","4","4","4","","","","","","","","","","","",""
"28981439","172.18.60.153","10/28/2017 00:46:53","0","245","1","","","","","Italy","Troina","","","","","6","","","","","","","9","267","1","5","5","5","5","3","5","5","5","5","5","5","5","IL VEDER STARE BENE IL PAZIENTE MI RENDE ORGOGLIOSA DI QUELLO CHE QUOTIDIANAMENTE SVOLGO.","",""
"28981471","5.42.250.202","10/28/2017 00:49:43","0","21","1","","","","","Saudi Arabia","9004 جدة الامير عبدالمجيد","","","","","0","","","SA","","","","17","137","2","","","","","","","","","","","","","","",""
"28981478","80.190.130.194","10/28/2017 00:50:31","0","45","1","","","","","Germany","Alter Teichweg","","","","","1","","","DE","02","","","7","296","1","","","","","","","","","","","","","","",""
"28981483","5.42.250.202","10/28/2017 00:50:59","0","7","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28981484","80.190.130.194","10/28/2017 00:51:07","0","168","1","","","","","Germany","Potsdam I","","","","","1","","","DE","02","","","7","304","1","5","3","4","4","4","4","4","4","5","4","5","4","","",""
"28981487","5.42.250.202","10/28/2017 00:51:31","0","159","1","","","","","Saudi Arabia","Qunfotha Al Gouse","","","","","0","","","SA","","","","17","146","1","5","4","4","4","4","4","4","4","4","5","4","5","","",""
"28981492","172.17.47.101","10/28/2017 00:51:58","0","35","1","","","","","Italy","Riesi","","","","","6","","","","","","","9","262","1","","","","","","","","","","","","","","",""
"28981502","5.42.250.202","10/28/2017 00:53:11","0","359","1","","","","","Saudi Arabia","Makkah 2","","","","","0","","","SA","","","","17","142","1","5","4","4","4","4","5","4","5","4","5","4","4","the team work and providing the needed facilities.
providing the needed number of doctors will help us to achieve more.","",""
"28981510","172.17.47.101","10/28/2017 00:53:28","0","17","1","","","","","Italy","Riesi","","","","","6","","","","","","","9","262","1","","","","","","","","","","","","","","",""
"28981546","193.126.90.214","10/28/2017 00:56:05","0","595","1","","","","","Portugal","Unidade de Riba de Ave","","","","","5","","","PT","","","","14","206","1","4","3","3","3","2","4","3","4","3","3","3","4","","",""
"28981560","5.42.250.202","10/28/2017 00:57:15","0","55","1","","","","","Saudi Arabia","Nazer Clinic (Khobar)","","","","","10","","","SA","","","","17","152","2","5","","","","","","","","","","","","","",""
"28981577","5.42.250.202","10/28/2017 00:58:07","0","721","1","","","","","Saudi Arabia","Nazer Clinic (Khobar)","","","","","0","","","SA","","","","17","152","1","4","4","3","3","3","4","3","3","3","3","3","3","Working in Diaverum is a privilege but sometimes we think that we are not valued bu our company. One example is that when we will go for vacation, our vacation pay is not given, our visa which should be give 2 weeks earlier is given on the day of the departure? We should relax before going vacation but up to the last minute we stressed because on the day of our flight our visa is not with us. Another thing is our iqama, our card have 5 years validity but should be renewed yearly ON THE SYSTEM ONLY, but our HR took 3 to 4 weeks or more just for this. We can not withdraw our money from bank because they need us to update our iqama. Or HR should realize that this is important to us because we are working to provide for our family, one month we will not send them money, that is a big problem already. I just hope that we will be heard by our company, each day we are dedicating ourselves to serve our patients and the company, I just hope that you also make a part to let us feel that we are important too. Thank you.","",""
"28981588","217.116.5.89","10/28/2017 00:59:01","0","213","1","","","","","Spain","Burjasot","","","","","4","","","ES","","","","18","38","1","4","4","4","2","3","4","2","4","4","4","2","2","El equipo de trabajo es excelente, personal motivado y entregado a su labor sanitaria.","",""
"28981606","5.42.250.202","10/28/2017 01:00:07","0","466","1","","","","","Saudi Arabia","Nazer Clinic (Khobar)","","","","","0","","","SA","","","","17","152","2","5","4","4","3","4","5","3","5","5","5","5","4","The good  thing about working in Diaverum is the motivation and encouragement I get from my direct superior and colleagues...hope you can improve it by also including the Admins and the higher ups to appreciate or recognize the work of those non medical staff (cleaners)","",""
"28981714","5.42.250.202","10/28/2017 01:08:00","0","128","1","","","","","Saudi Arabia","9004 جدة الامير عبدالمجيد","","","","","10","","","SA","","","","17","137","2","4","3","5","4","4","5","4","4","5","4","4","4","التحديات اليومية ،، تحسين العمل بالتحفيز وإعطاء صلاحيات مناسبة للمسؤوليات المعطاه","",""
"28981718","93.168.255.181","10/28/2017 01:08:18","0","607","1","","","","","Saudi Arabia","Onaizah","","","","","0","","","SA","06","","","17","144","1","4","4","4","5","4","4","4","5","5","4","4","4","I only have a question. 
How the nurses can give a safe and quality health care to Diaverum patients if they are working for their other task?","",""
"28981807","5.42.250.202","10/28/2017 01:15:49","0","5","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28981813","5.42.250.202","10/28/2017 01:16:20","0","231","1","","","","","Saudi Arabia","Onaizah","","","","","0","","","SA","","","","17","144","1","5","4","3","3","3","5","4","4","4","4","4","4","The good thing working in Diaverum company is that I can practice my skills as dialysis nurse and my daily work improves my communication skills. The extra workload should be paid higher as expected. ","",""
"28981846","5.42.250.202","10/28/2017 01:18:45","0","1198","1","","","","","Saudi Arabia","Dawadmi","","","","","0","","","SA","","","","17","132","1","5","4","4","4","3","4","4","5","4","4","4","4","","",""
"28981904","212.247.96.201","10/28/2017 01:24:30","0","200","1","","","","","Lithuania","Palanga","","","","","259","","","SE","27","","","11","346","1","5","4","5","4","5","5","4","5","5","5","5","5","","",""
"28981967","194.181.81.36","10/28/2017 01:28:55","0","164","1","","","","","Poland","Kraków Mlodosci","","","","","120","","","PL","78","","","13","11","1","4","2","2","2","3","3","3","2","3","3","4","3","","",""
"28981991","5.42.250.202","10/28/2017 01:29:50","0","347","1","","","","","Saudi Arabia","Makkah 2","","","","","0","","","SA","","","","17","142","1","5","3","4","4","4","5","3","4","5","4","5","3","","",""
"28982038","212.247.96.201","10/28/2017 01:31:41","0","316","1","","","","","Saudi Arabia","9041 القنفذة","","","","","10","","","SE","27","","","17","145","1","4","4","4","4","4","4","5","4","5","4","5","5","to be keep in touch with patient more need other  ways as social media by group in face book or in what sup ","",""
"28982117","172.18.60.153","10/28/2017 01:35:36","0","311","1","","","","","Italy","Troina","","","","","6","","","","","","","9","267","2","4","4","5","4","3","5","4","3","4","4","4","4","","",""
"28982224","194.181.81.36","10/28/2017 01:42:29","0","295","1","","","","","Poland","Kraków Mlodosci","","","","","120","","","PL","78","","","13","11","1","4","4","3","2","2","3","3","4","3","4","4","4","Dobre warunki socjalne. Jesli firma chce dbac o pacjentow to Powinny zostac wprowadzone jednorazowe dializatory.","",""
"28982298","217.116.5.89","10/28/2017 01:46:48","0","256","1","","","","","Spain","Nuestra Sra. de la Cabeza (Mot","","","","","4","","","ES","","","","18","57","1","5","4","5","4","5","5","4","5","5","4","5","4","","",""
"28982334","5.42.250.202","10/28/2017 01:47:51","0","302","1","","","","","Saudi Arabia","Jeddah Prince Abdulmajeed","","","","","0","","","SA","","","","17","137","1","4","4","4","4","4","4","4","4","4","4","4","4","Acquiring new skills and methodology on the dialysis field with good support from the work team. Keep up the good work.","",""
"28982503","172.17.32.101","10/28/2017 01:56:02","0","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28982524","172.17.35.102","10/28/2017 01:58:00","0","557","1","","","","","Italy","Corato","","","","","6","","","","","","","9","247","1","2","3","2","3","3","3","3","3","2","3","3","3","","",""
"28982689","5.42.250.202","10/28/2017 02:08:06","0","172","1","","","","","Saudi Arabia","9020 دمام 2","","","","","10","","","SA","","","","17","130","1","4","4","4","4","4","4","3","4","5","4","4","4","","",""
"28982883","212.247.96.201","10/28/2017 02:20:56","0","110","1","","","","","UK","Rotherham","","","","","0","","","SE","27","","","20","84","1","4","2","4","4","3","4","4","3","4","4","4","4","","",""
"28982910","212.247.96.201","10/28/2017 02:22:53","0","265","1","","","","","UK","Ipswich","","","","","0","","","SE","27","","","20","79","1","5","4","4","4","4","5","4","4","4","5","5","4","","",""
"28982918","213.63.135.82","10/28/2017 02:23:42","0","110","1","","","","","Portugal","Hemoatlântico Braga","","","","","5","","","PT","14","","","14","196","1","5","4","5","5","5","5","4","4","5","5","5","5","","",""
"28982939","212.247.96.201","10/28/2017 02:25:23","0","463","1","","","","","UK","Ipswich","","","","","0","","","SE","27","","","20","79","1","4","3","4","3","2","3","3","4","4","4","5","3","I have a good team to work with however  the HR/pension information has been very poor and delivery of stock items is very hit and miss therefore care delivery is affected","",""
"28983000","172.18.54.102","10/28/2017 02:30:20","0","154","1","","","","","Italy","Brucoli Mari","","","","","6","","","","","","","9","242","1","5","4","4","4","4","4","4","4","5","5","5","4","","",""
"28983029","213.63.135.82","10/28/2017 02:32:19","0","222","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","1","5","5","5","4","5","5","4","4","5","5","4","4","trabalho em equipa e BOM planeamento de trabalho","",""
"28983057","5.99.240.165","10/28/2017 02:34:15","0","101","1","","","","","Italy","Bari","","","","","6","","","IT","13","","","9","241","1","5","4","5","3","1","5","3","3","4","4","4","4","","",""
"28983112","212.247.96.201","10/28/2017 02:38:21","0","413","1","","","","","UK","Walsall","","","","","0","","","SE","27","","","20","88","1","1","1","4","4","4","4","4","4","5","4","4","4","I like coming in for a long day at work , patients are great to deal with,  no twilights. Just wish I didn't have to travel 40 miles for a 6 hours shift. ","",""
"28983124","212.247.96.201","10/28/2017 02:39:36","0","271","1","","","","","UK","Lewisham","","","","","130","","","SE","27","","","20","81","1","4","3","4","2","4","4","5","4","4","3","4","3","","",""
"28983212","217.116.5.89","10/28/2017 02:46:48","0","326","1","","","","","Spain","Nuestra Sra. de la Cabeza (Mot","","","","","4","","","ES","","","","18","57","2","4","4","4","4","4","4","4","4","4","5","4","5","LA RELACION DE CONFIANZA CON EL PACIENTE.","",""
"28983244","213.63.135.82","10/28/2017 02:49:50","0","225","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","1","4","2","3","3","2","5","2","2","5","4","3","4","","",""
"28983249","212.247.96.201","10/28/2017 02:50:18","0","7","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28983256","212.247.96.201","10/28/2017 02:50:49","0","198","1","","","","","UK","Burnley","","","","","0","","","SE","27","","","20","72","1","4","4","4","3","3","4","4","4","4","4","3","4","","",""
"28983338","5.42.250.202","10/28/2017 02:58:53","0","314","1","","","","","Saudi Arabia","Dammam 2","","","","","0","","","SA","","","","17","130","1","2","4","5","4","4","5","3","4","4","5","4","5","Clear policies and regulations","",""
"28983498","5.42.250.202","10/28/2017 03:12:24","0","518","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","4","4","5","4","4","5","3","4","4","5","5","5","The Good about my working day with Diaverum is that i feel secure and confident while working knowing i'm with the best colleagues in the field.","",""
"28983510","213.63.135.82","10/28/2017 03:13:31","0","94","1","","","","","Portugal","Unidade de Almada","","","","","5","","","PT","14","","","14","211","1","4","2","2","2","4","4","4","4","2","4","4","4","","",""
"28983535","5.42.250.202","10/28/2017 03:15:07","0","209","1","","","","","Saudi Arabia","Onaizah","","","","","0","","","SA","","","","17","144","1","5","4","3","3","3","4","3","3","4","4","4","4","I am able to gain more knowledge and skills related to dialysis.","",""
"28983681","212.247.96.201","10/28/2017 03:25:13","0","277","1","","","","","Lithuania","Kedainiai","","","","","259","","","SE","27","","","11","342","1","4","2","2","1","4","3","2","3","2","4","3","3","Norėčiau, kad gydytojams būtų įrengta darbo vieta, kad būtų galimybė gauti informaciją apie konferencijas, kursus, tobulinti kvalifikaciją.","",""
"28983712","80.190.130.194","10/28/2017 03:28:28","0","188","1","","","","","Germany","Wandsbek","","","","","1","","","DE","02","","","7","311","1","5","2","5","4","5","5","5","5","5","5","5","4","","",""
"28983747","212.247.96.201","10/28/2017 03:31:40","0","305","1","","","","","Germany","Wandsbek","","","","","1","","","SE","27","","","7","311","1","2","2","3","3","4","4","2","4","5","3","3","2","","",""
"28983805","5.42.250.202","10/28/2017 03:37:35","0","2183","1","","","","","Saudi Arabia","Najaran","","","","","0","","","SA","","","","17","143","1","3","4","5","3","3","5","3","4","5","5","3","5","","",""
"28983822","5.42.250.202","10/28/2017 03:38:46","0","411","1","","","","","Saudi Arabia","Qunfotha Al Gouse","","","","","0","","","SA","","","","17","146","1","4","3","4","3","4","4","4","4","5","5","2","4","","",""
"28983975","5.42.250.202","10/28/2017 03:52:12","0","542","1","","","","","Saudi Arabia","Jazzan Baish","","","","","0","","","SA","","","","17","135","1","5","4","3","4","3","5","3","4","3","4","4","4","seeing the patients with improved or happy dispositions during treatment and seeing them went home in good condition. it can be improved if the company would support the healthcare team by compensating what each clinic needs...","",""
"28984017","5.42.250.202","10/28/2017 03:55:01","0","378","1","","","","","Saudi Arabia","Nazer Clinic (Khobar)","","","","","0","","","SA","","","","17","152","2","4","4","3","3","4","4","3","3","4","3","3","3","","",""
"28984150","5.42.250.202","10/28/2017 04:05:13","0","317","1","","","","","Saudi Arabia","9012 شمال جدة","","","","","10","","","SA","","","","17","136","1","5","5","5","5","5","5","5","5","5","5","5","5","The encouragement of the head nurse and the patients and all the staff to me to move forward.","",""
"28984192","83.167.0.11","10/28/2017 04:08:35","0","86","1","","","","","Россия","Ekaterinburg","","","","","0","","","RU","","","","16","354","1","5","5","5","5","","","","","","","","","","",""
"28984217","83.167.0.11","10/28/2017 04:10:19","0","491","1","","","","","Россия","Ekaterinburg Stone Creek","","","","","0","","","RU","","","","16","364","1","5","5","5","5","5","5","5","5","5","5","3","5","Самое лучшее это стабильность","",""
"28984258","5.42.250.202","10/28/2017 04:13:27","0","106","1","","","","","Saudi Arabia","Qunfotha Al Gouse","","","","","10","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28984271","5.99.240.165","10/28/2017 04:14:27","0","220","1","","","","","Italy","Bari","","","","","6","","","IT","13","","","9","241","1","3","4","4","3","3","4","2","3","4","3","3","3","","",""
"28984339","5.42.250.202","10/28/2017 04:19:05","0","3","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28984365","201.216.245.145","10/28/2017 04:20:30","0","277","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","2","2","2","2","2","2","5","2","2","2","5","4","3","Que pagan puntualmente","",""
"28984380","5.42.250.202","10/28/2017 04:21:29","0","211","1","","","","","Saudi Arabia","Jazzan Baish","","","","","0","","","SA","","","","17","135","1","4","4","4","4","4","4","3","4","4","4","4","4","","",""
"28984469","181.1.81.213","10/28/2017 04:26:25","0","873","1","","","","","Argentina","Sarmiento","","","","","4","","","AR","24","","","1","189","1","4","1","1","4","3","4","2","4","1","3","3","3","Falta mas personal en la sala. Las normativas que debemos cumplir llevan su tiempo y si a eso le sumamos la atención que requieren los pacientes que no pueden movilizarse solos el tiempo pasa y los pacientes refieren su molestia con nosotros. Al margen de que no hay psicóloga quien pueda realizar una contención. Hay días que no tenemos los elementos básicos para trabajar no por falta de ellos sino que las personas que deben proveerlos no se hacen cargo de hacerlo. Los sábados y feridos no tenemos nadie que se haga cargo de las necesidades o dificultades que se presentan en el día a dia","",""
"28984489","5.42.250.202","10/28/2017 04:28:11","0","134","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","4","3","4","4","4","4","4","4","4","4","4","4","","",""
"28984507","5.42.250.202","10/28/2017 04:29:39","0","45","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","5","4","","","","","","","","","","","","",""
"28984521","5.42.250.202","10/28/2017 04:31:17","0","45","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","4","4","4","4","4","","","","","","","","","",""
"28984529","172.17.31.102","10/28/2017 04:31:53","0","326","1","","","","","Italy","Bari","","","","","6","","","","","","","9","241","1","5","4","3","3","4","5","3","3","4","4","3","4","L'UNICA COSA CHE MI SODDISFA E' LA FIDUCIA CHE I PAZIENTI RIPONGONO IN ME.","",""
"28984544","5.42.250.202","10/28/2017 04:32:28","0","2","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28984551","5.42.250.202","10/28/2017 04:33:00","0","49","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","4","4","4","4","4","4","","","","","","","","",""
"28984651","5.42.250.202","10/28/2017 04:42:55","0","5","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28984670","5.42.250.202","10/28/2017 04:44:24","0","515","1","","","","","Saudi Arabia","Jazzan Baish","","","","","0","","","SA","","","","17","135","1","5","4","4","4","5","4","4","5","4","5","4","5","good thing is the team work and needs some mind relaxation programes like picnic.........","",""
"28984679","5.42.250.202","10/28/2017 04:45:13","0","254","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","4","4","5","4","4","4","4","4","4","5","4","5","","",""
"28984751","201.216.245.145","10/28/2017 04:50:38","0","459","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","2","5","4","3","4","4","4","3","4","5","1","4","5","si con mas compañerismo

","",""
"28984818","172.17.34.101","10/28/2017 04:56:10","0","118","1","","","","","Italy","Copertino","","","","","6","","","","","","","9","246","1","5","5","3","4","5","5","4","4","4","5","4","5","","",""
"28985016","172.17.40.101","10/28/2017 05:10:09","0","66","1","","","","","Italy","Ladispoli","","","","","6","","","","","","","9","252","1","3","3","","","","","","","","","","","","",""
"28985080","93.113.0.19","10/28/2017 05:13:52","0","198","1","","","","","Romania","Braila","","","","","180","","","RO","10","","","15","270","2","5","5","4","4","5","5","4","5","5","5","5","5","","",""
"28985117","93.113.0.19","10/28/2017 05:16:15","0","279","1","","","","","Romania","Galati","","","","","180","","","RO","10","","","15","279","1","4","3","4","3","4","4","3","5","4","4","3","3","","",""
"28985123","5.42.250.202","10/28/2017 05:16:42","0","103","1","","","","","Saudi Arabia","Jeddah North","","","","","0","","","SA","","","","17","136","1","4","4","4","4","4","4","4","4","4","3","5","4","","",""
"28985226","5.42.250.202","10/28/2017 05:22:18","0","12","1","","","","","","","","","","","","","","SA","","","","","","","","","","","","","","","","","","","","",""
"28985265","5.42.250.202","10/28/2017 05:24:08","0","120","1","","","","","Saudi Arabia","Yanbu","","","","","0","","","SA","","","","17","150","1","3","3","3","3","4","3","3","3","3","3","3","4","","",""
"28985272","201.216.245.145","10/28/2017 05:24:38","0","1319","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","1","4","4","3","3","2","5","2","3","2","3","3","3","no encuentro nada bueno para destacar pienso se tiene que mejorar muchas cosas la disposicion de el material para trabajar hay que recorrer grandes distancia para todo los pacientes estan lejos del personal de enfermeria , no se ven ni escuchan , mucho protocol para tanto trabajo","",""
"28985323","172.17.34.101","10/28/2017 05:28:45","0","142","1","","","","","Italy","Copertino","","","","","6","","","","","","","9","246","1","5","5","5","5","4","5","5","5","5","5","5","5","","",""
"28985349","5.42.250.202","10/28/2017 05:29:33","0","148","1","","","","","Saudi Arabia","Nazer Clinic (Khobar)","","","","","0","","","SA","","","","17","152","1","4","2","3","3","3","4","3","4","4","3","4","3","","",""
"28985404","5.42.250.202","10/28/2017 05:34:41","0","430","1","","","","","Saudi Arabia","Dammam 1","","","","","0","","","SA","","","","17","129","1","5","5","5","5","5","5","5","4","4","4","4","4","motivation","",""
"28985521","172.17.52.101","10/28/2017 05:43:03","0","165","1","","","","","Italy","Roma","","","","","6","","","","","","","9","263","1","4","5","4","4","4","4","3","4","4","4","4","4","","",""
"28985553","172.17.46.151","10/28/2017 05:45:21","0","43","1","","","","","Italy","Ribera","","","","","6","","","","","","","9","261","1","","","","","","","","","","","","","","",""
"28985578","80.190.130.194","10/28/2017 05:47:06","0","123","1","","","","","Germany","Potsdam I","","","","","1","","","DE","02","","","7","304","1","4","4","4","4","3","4","4","4","4","4","4","3","","",""
"28985600","5.42.250.202","10/28/2017 05:48:35","0","427","1","","","","","Saudi Arabia","Dammam 2","","","","","0","","","SA","","","","17","130","1","4","4","4","4","4","4","3","4","4","4","3","4","Self improvement for the patients, me and the company.","",""
"28985680","5.42.250.202","10/28/2017 05:54:46","0","176","1","","","","","Saudi Arabia","Riyadh West","","","","","0","","","SA","","","","17","148","1","4","4","5","5","4","4","5","5","4","4","4","4","the workplace and the teamwork","",""
"28985687","201.216.245.145","10/28/2017 05:55:21","0","213","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","1","3","2","2","3","4","5","2","3","5","3","3","3","Es bueno tener espacio de intercambio con pares y seria muy bueno que se nos tome en cuenta ","",""
"28985871","93.113.0.19","10/28/2017 06:07:46","0","159","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","1","4","3","3","3","3","4","2","4","3","3","4","2","nu comentez","",""
"28986072","172.17.43.102","10/28/2017 06:21:41","0","134","1","","","","","Italy","Mesagne","","","","","6","","","","","","","9","256","1","4","4","3","4","4","5","3","4","4","4","3","4","","",""
"28986110","172.18.20.149","10/28/2017 06:24:03","0","287","1","","","","","Italy","Castelvetrano 10","","","","","6","","","","","","","9","243","1","5","4","5","4","4","5","4","4","5","4","4","4","","",""
"28986231","5.42.250.202","10/28/2017 06:32:58","0","482","1","","","","","Saudi Arabia","Dammam 1","","","","","0","","","SA","","","","17","129","1","4","3","4","4","3","4","4","4","4","4","4","4","very good working environment, support and respect from the team.. I would have feel more happy If my annual evaluation was done and was discussed with me. ","",""
"28986263","217.116.5.89","10/28/2017 06:35:13","0","366","1","","","","","Spain","Burjasot","","","","","4","","","ES","","","","18","38","1","5","1","5","4","5","5","1","5","5","5","1","3","lo mejor los compañeros de unidad seria interesante la minima movilidad de los mismos","",""
"28986399","217.116.5.89","10/28/2017 06:44:59","0","220","1","","","","","Spain","Nuestra Sra. de la Cabeza (Mot","","","","","4","","","ES","","","","18","57","1","5","4","4","4","5","4","4","5","5","5","5","5","","",""
"28986655","212.247.96.201","10/28/2017 07:00:50","0","698","1","","","","","UK","Rotherham","","","","","0","","","SE","27","","","20","84","1","4","3","4","2","4","4","2","3","4","3","3","3","I get on well with staff and patients, give time to people to do the job correctly without being rushed things my look good on paper but to implement falls down, an increase in staff per fragile patient because our patients are more and more fragile and it is not recognised. Correct cover for sickness, staff are being burned out. Stop expecting staff to change their shift for someone to work bank shift,","",""
"28986672","5.42.250.202","10/28/2017 07:01:31","0","156","1","","","","","Saudi Arabia","Qunfotha Al Gouse","","","","","0","","","SA","","","","17","146","1","4","3","4","4","3","4","4","4","4","4","4","4","","",""
"28986678","5.42.250.202","10/28/2017 07:01:50","0","230","1","","","","","Saudi Arabia","Qunfotha Al Gouse","","","","","0","","","SA","","","","17","146","1","4","4","4","4","4","5","4","4","5","4","5","4","Professional development.
More off times","",""
"28986711","109.0.186.1","10/28/2017 07:04:20","0","673","1","","","","","France","Mulhouse","","","","","2","","","FR","","","","6","111","1","5","2","4","5","5","4","1","2","5","2","2","1","L'équipe paramédicale est soudée et efficace. Cela aide à la motivation car malheureusement tout est fait pour la démotivation. Les stratégies de prise en charge thérapeutique deviennent déplorables au sein de Diaverum Mulhouse. C'est triste de dire autour de soi que je travaille dans un service de soins que je ne recommanderais pas. Le soin disparait peu à peu. La chasse aux bénéfices fait en sorte que la prise en charge des patients devient de plus en plus inhumaine. Les patients ont mal depuis qu'on n'utilise plus de prolongateurs avec les supercath. On diminue les temps de dialyse pour arriver dans le timing serré imposé par l'établissement, quel est le bénéfice pour le patient? Il existe encore plein d'exemples de ce type. Et dans la profession ça commence à se savoir. Savez-vous ce que signifie soigner? Le turn over de l'équipe est un signe de malaise. Le management est à revoir. Connaître au moins de quoi on parle pour pouvoir décider, c'est la moindre des choses selon moi. Changez vite de cap avant le naufrage....","",""
"28986742","201.216.245.145","10/28/2017 07:06:05","0","406","1","","","","","Argentina","Duhau","","","","","4","","","AR","07","","","1","167","2","5","5","4","4","5","4","5","5","4","5","4","5","es bueno trabajar para mi diariamente en diaverum porque trabajamos siempre en equipo ","",""
